win,hero1,kda1,money1,output1,intake1,hero2,kda2,money2,output2,intake2,hero3,kda3,money3,output3,intake3,hero4,kda4,money4,output4,intake4,hero5,kda5,money5,output5,intake5,all_money_a,all_kill_a,all_tower_a
0,Jiang Ziya,3/0/1,11215,153093,48833,Pangu,0/6/6,14341,63006,149405,Sun Shangxiang,1/2/2,15215,123123,123018,Taiyi Zhenren,0/2/3,8800,15623,137437,Lian Po,2/2/2,9298,69216,200958,58869,6,1
1,Zhu Bajie,2/3/5,10447,46901,200213,Zhao Yun,4/0/4,18961,83761,115147,Marco Polo,3/2/4,16547,190127,79409,Shen Mengxi,1/1/8,13879,221904,51203,Sun Bin,2/0/6,9634,80065,71112,69468,12,8
0,Gongsun Li,0/0/0,13893,70341,43915,Ganjiang Moye,0/1/0,13027,82156,24311,Zhao Yun,0/2/0,15281,42856,71028,Daqiao,0/1/0,8259,16463,30390,Zhu Bajie,0/3/0,9265,14059,91380,59725,0,5
1,Xiang Yu,1/0/4,11522,24904,90665,Naklulu,4/0/1,17626,54344,62910,Zhang Liang,1/0/5,9430,42057,23443,Sun Shangxiang,1/0/3,18466,68866,43174,Taiyi Zhenren,0/0/3,9785,8674,84395,66829,7,6
1,Ma Chao,6/2/8,15706,115112,129110,Shen Mengxi,2/0/13,14212,210213,52044,Pei Qinhu,6/4/6,18450,126234,154476,Toho Taiichi,3/9/6,9449,68714,168181,Lv Bu,2/2/10,12949,70425,208218,70766,19,8
0,Lian Po,2/3/11,12136,82746,236213,Luna,4/3/8,18834,134647,174796,Gongsun Li,9/5/3,19295,195611,123135,Yuan Ge,1/3/8,15050,141016,83462,Daqiao,1/5/13,9941,45613,117088,75256,17,8
0,Xishi,1/4/10,14439,81135,49653,Tachibana Ukyo,2/2/7,20560,65322,130706,Marco Polo,10/1/4,17560,223335,78457,Dun Shan,0/4/13,10530,13812,132513,Liu Bang,1/1/6,15288,54752,120812,78377,14,6
1,Lv Bu,2/3/3,12230,41497,144840,Jing,6/4/5,17532,78907,94559,Jiang Ziya,0/4/7,12513,151761,52694,Meng Ya,4/1/6,20777,130005,53237,Zhang Fei,0/2/10,10706,20946,172218,73758,12,5
1,Bai Qi,1/1/9,14293,49310,103507,Jiang Ziya,2/3/12,12721,96641,33305,Sun Shangxiang,9/2/7,18973,147356,59001,Pangu,5/1/9,14569,65782,97121,Taiyi Zhenren,0/4/13,11426,19789,118180,71982,17,5
0,Xiang Yu,0/2/6,10962,34034,135514,Lanlingwang,5/5/4,15247,71289,77703,Gongsun Li,4/2/3,18779,126494,89359,Mai Shiranui,2/4/3,14423,88495,58315,Bull Demon,0/4/7,9352,22979,96461,68763,11,8
1,Guan Yu,2/2/6,14845,52170,79288,Yuan Ge,3/3/8,13684,90774,53880,Luna,2/0/9,16499,48464,101157,Di Renjie,6/1/7,18002,134120,56484,Dun Shan,0/1/10,10510,14423,80253,73540,13,7
0,Lian Po,0/3/3,9515,24608,113093,Zhao Yun,1/3/2,14989,38717,84571,Huang Zhong,3/2/2,16870,94193,44708,Jiang Ziya,2/1/1,11471,73896,27975,Taiyi Zhenren,1/4/3,9940,9066,100460,62785,7,0
0,Ma Chao,2/2/1,12343,34792,73708,Baili Shouyue,2/0/1,10587,128534,20554,Zhao Yun,0/2/2,13204,30889,52664,Zhu Bajie,0/4/0,9950,28899,106981,Sun Bin,0/1/4,7449,63218,47173,53533,4,6
1,Lv Bu,1/0/6,8973,37643,106615,Luna,4/3/2,12941,34341,79385,Di Renjie,2/1/7,14405,98435,57604,Zhang Liang,1/0/8,7147,39696,25464,Master Luban,1/0/8,7215,14664,60050,50681,9,5
1,Xiang Yu,0/3/9,13513,58091,185721,Marco Polo,3/1/3,16640,141227,88708,Yuan Ge,2/1/5,15216,110730,76377,Hua Mulan,1/0/3,15973,44006,77693,Jiang Ziya,3/1/5,11188,127438,71435,72530,9,9
0,Xiahou Dun,0/3/5,10678,44079,186243,Pei Qinhu,4/1/1,17159,85662,110562,Wu Zetian,1/2/4,15945,149715,57792,Laofuzi,1/3/2,14350,51737,108608,Sun Bin,0/0/6,10349,70115,89988,68481,6,4
0,Su Lie,0/3/0,5745,20166,78333,Gongsun Li,0/2/0,7369,26470,28453,Yang Yuhuan,0/1/0,8032,64353,31087,Hua Mulan,0/1/0,7798,14953,25825,Taiyi Zhenren,0/1/0,5735,16567,59590,34679,0,1
1,Bai Qi,2/0/5,8697,27649,69118,Da Mo,2/0/3,9645,25104,37493,Miledy,1/0/4,9452,62869,12326,Marco Polo,3/0/2,10840,56715,25907,Zhang Fei,0/0/8,6208,13907,72322,44842,8,8
1,Xiahou Dun,0/1/8,13174,49814,182967,Marco Polo,2/0/5,16709,113758,77787,Yuan Ge,7/1/3,16083,99036,54667,Da Mo,3/0/5,16649,37373,66554,Guiguzi,0/2/12,9659,32713,91081,72274,12,8
0,Xiang Yu,1/2/1,11245,36112,98232,Hua Mulan,0/4/1,14236,31205,62220,Ganjiang Moye,2/1/1,14647,175797,46765,Gongsun Li,1/3/0,14385,69972,51537,Zhang Fei,0/2/2,9428,25905,129652,63941,4,0
0,Liu Bang,1/3/2,9962,56797,132833,Naklulu,6/3/2,11831,87417,83565,Yingzheng,1/0/4,12611,198647,60268,Hua Mulan,0/4/2,10544,73733,103212,Taiyi Zhenren,0/5/2,9477,18668,137115,54425,8,0
1,Bai Qi,6/0/6,12911,81132,185084,Su Lie,0/1/9,12028,50666,159661,Marco Polo,3/2/7,13943,131743,62564,Ganjiang Moye,6/2/6,14041,165270,46194,Guiguzi,0/3/13,9716,41039,110148,62639,15,9
0,Guan Yu,6/2/9,11527,73403,89609,Su Lie,4/4/11,10851,84561,158464,Wu Zetian,0/3/18,10075,129469,46395,Marco Polo,6/3/6,12799,143352,64181,Liu Bang,2/3/14,9908,42959,142833,55160,18,7
1,Laofuzi,1/3/6,11697,46559,80885,Zhuang Zhou,4/2/6,12121,105759,111730,Naklulu,4/6/5,14440,95328,98700,Bian Que,5/3/8,14688,133262,80520,Taiyi Zhenren,1/4/6,11040,34523,171126,63986,15,7
1,Hua Mulan,2/2/5,12234,36432,74872,Naklulu,5/1/10,14168,95764,65537,Wu Zetian,7/1/10,12225,171109,35312,Laofuzi,2/0/6,13683,61262,78920,Taiyi Zhenren,4/1/11,9699,41736,114325,62009,20,8
0,Liu Bang,0/5/2,8951,40713,126241,Su Lie,2/5/3,10512,40390,119987,Marco Polo,2/2/2,12441,70061,42561,Mai Shiranui,0/2/4,11165,98606,50301,Toho Taiichi,1/6/0,7395,35367,121574,50464,5,3
0,Su Lie,1/3/2,8035,32237,126380,Zhao Yun,1/5/2,7781,22403,74956,Yingzheng,2/1/2,10045,92164,43701,Laofuzi,0/1/0,10315,32650,81385,Guiguzi,0/4/3,6488,12655,69804,42664,4,0
1,Guan Yu,1/0/7,13181,65734,74186,Hua Mulan,1/1/8,12719,72022,72709,Li Yuanfang,11/0/3,14302,84713,54457,Mai Shiranui,1/2/7,11739,96389,33023,Jiang Ziya,0/1/9,8109,35585,53513,60050,14,8
1,Su Lie,1/1/7,8039,36173,68146,Naklulu,10/1/5,10542,64896,57769,Jiang Ziya,3/0/8,8134,68687,15715,Laofuzi,1/1/6,9187,40216,48816,Taiyi Zhenren,0/1/12,6747,27980,73371,42649,15,7
0,Liu Bang,0/5/2,5785,23477,108146,Hua Mulan,0/1/1,8355,29395,36116,Marco Polo,2/3/1,7699,45942,28558,Wu Zetian,1/1/3,7292,63761,22485,Toho Taiichi,1/5/1,4320,34732,68031,33451,4,3
1,Liu Bang,1/3/11,17583,83946,188547,Da Mo,5/3/12,18160,111300,178881,Wu Zetian,4/3/13,19074,212655,62122,Marco Polo,12/4/9,22525,312662,97833,Taiyi Zhenren,1/3/10,14018,42433,204972,91360,23,6
0,Su Lie,2/7/7,17047,86695,232448,Bai Qi,2/5/8,15876,117722,278683,Li Yuanfang,6/3/9,18243,190762,122867,Guiguzi,0/4/13,11808,48094,169488,Zhuge Liang,6/4/6,18661,172649,127556,81635,16,8
1,Bai Qi,2/6/14,8576,55247,114071,Da Mo,3/2/10,10124,55038,74744,Yingzheng,5/2/10,10989,123378,43038,Marco Polo,9/2/8,14739,142464,53923,Bull Demon,4/3/14,9048,44342,105852,53476,23,7
0,Su Lie,2/5/6,9490,59679,133469,Mengqi,1/6/4,10787,62663,115862,Naklulu,10/2/3,13369,92608,83725,Guiguzi,0/4/8,6406,19181,93767,Wu Zetian,2/6/8,8350,74642,58093,48402,15,3
0,Liu Bang,2/2/1,10893,40699,103142,Marco Polo,1/4/5,11258,77956,56599,Tachibana Ukyo,3/4/4,9979,53295,77745,Luna,6/2/3,15587,97941,112206,Jiang Ziya,1/2/7,8664,34208,43489,56381,13,8
1,Laofuzi,1/5/9,12463,52996,99049,Hua Mulan,3/3/3,12494,68185,79390,Naklulu,4/3/5,11051,63478,72872,Guiguzi,2/0/8,8426,26215,74155,Wu Zetian,4/2/6,9835,103805,41325,54269,14,7
1,Nezha,3/0/4,6420,40326,56466,Yang Jian,3/2/6,6834,37565,53438,Bian Que,3/1/7,7009,37999,38807,Marco Polo,0/1/8,6698,37784,27231,Taiyi Zhenren,1/0/7,6029,17628,59543,32990,10,5
0,Baili Xuance,0/2/1,4840,32328,43633,Mengqi,0/1/0,5586,35936,56366,Hua Mulan,1/2/2,6357,29175,28962,Ganjiang Moye,1/3/1,5218,52422,23131,Su Lie,2/2/0,4433,18980,63316,26434,4,3
1,Hua Mulan,2/1/5,16712,111043,126458,Laofuzi,2/1/6,16734,112386,137011,Wu Zetian,4/2/8,16262,203758,58950,Marco Polo,2/2/9,18014,190544,78747,Guiguzi,2/6/8,10352,53690,152941,78074,12,7
0,Li Yuanfang,2/2/5,15510,77216,94093,Liu Bang,3/3/4,14251,58521,220763,Bai Qi,4/2/5,15030,70735,187812,Yingzheng,3/2/7,16210,204130,70591,Su Lie,0/3/12,13092,52969,209195,74093,12,7
0,Mengqi,2/3/5,16787,133353,209528,Li Yuanfang,7/2/6,19523,203593,85794,Ganjiang Moye,2/2/7,16550,350944,52430,Da Mo,0/2/10,18203,101569,167652,Taiyi Zhenren,2/2/5,15017,56082,187814,86080,13,7
1,Hua Mulan,3/5/5,19069,97453,115175,Bai Qi,1/3/8,15698,88647,310613,Marco Polo,2/1/8,18743,209686,128109,Bian Que,5/3/5,16047,147921,120801,Zhang Fei,0/1/9,11500,53988,310168,81057,11,7
0,Liu Bang,0/4/9,9171,37783,95558,Naklulu,3/6/7,9751,50417,73384,Yingzheng,5/2/6,11030,122605,38758,Laofuzi,3/5/5,9108,40637,81103,Guiguzi,1/4/11,7609,28788,71640,46669,12,1
1,Hua Mulan,4/2/9,11651,57640,63943,Bai Qi,4/2/8,9604,43212,91885,Marco Polo,5/1/14,13782,104557,54211,Zhuge Liang,7/0/9,12532,76929,46087,Taiyi Zhenren,1/7/10,8297,31983,98694,55866,21,7
1,Bai Qi,2/1/9,8247,35128,102274,Tachibana Ukyo,8/1/5,13241,78347,72151,Meng Ya,5/1/6,13062,96572,46007,Zhang Liang,2/0/8,8199,36278,19296,Sun Bin,0/3/13,7105,34399,54246,49854,17,9
0,Laofuzi,0/2/3,7046,26768,68525,Pei Qinhu,3/4/0,10349,53945,66169,Mai Shiranui,2/5/0,7949,75986,60234,Gongsun Li,1/3/2,9036,60130,42786,Taiyi Zhenren,0/3/4,6282,15620,84474,40662,6,3
1,Guan Yu,2/1/6,10651,43837,50001,Zhao Yun,3/0/3,12224,37468,59587,Galo,2/0/3,11653,72421,40357,Mai Shiranui,3/0/4,11464,71694,56753,Dun Shan,0/1/3,6927,9777,65833,52919,10,6
0,Charlotte,1/3/0,10129,43776,79051,Tachibana Ukyo,1/1/1,11046,29904,41630,Shen Mengxi,0/1/2,9165,92527,22077,Yu Ji,0/2/1,9026,33903,32067,Zhang Fei,0/3/2,5841,14262,108037,45207,2,2
1,Zhu Bajie,2/1/4,9796,29204,99435,Naklulu,4/3/4,18368,63220,80988,Marco Polo,4/1/6,18510,126604,59803,Shen Mengxi,1/0/8,14017,212309,22843,Taiyi Zhenren,0/3/11,9836,18523,85771,70527,11,8
0,Lian Po,0/2/3,9838,61268,141374,Jing,3/2/1,14531,53609,99899,Zhang Liang,0/2/5,9090,63671,68930,Sun Shangxiang,4/4/3,15119,76441,80262,Liu Bang,1/1/5,9206,18056,103697,57784,8,2
1,Meng Tian,4/2/5,11971,50106,54631,Di Renjie,5/0/6,14448,93090,43185,Pangu,0/3/9,10749,43712,61772,Shangguan Wan'er,4/5/2,10597,80058,45373,Master Luban,0/4/9,7282,17710,91918,55047,13,6
0,Bai Qi,0/3/9,9530,28237,107162,Pei Qinhu,7/2/2,13972,52986,81987,Galo,2/2/9,14123,59519,35647,Wang Zhaojun,4/3/7,10343,69143,51398,Daqiao,1/3/8,7631,31535,51680,55599,14,5
0,Ma Chao,1/3/7,18956,115226,124681,Lanlingwang,5/10/7,12852,76089,138477,Gongsun Li,4/4/5,18631,121676,106736,Ganjiang Moye,9/2/8,20545,309213,82952,Bull Demon,0/6/9,10992,26461,169168,81976,19,8
1,Nezha,8/5/13,18580,95369,153432,Tachibana Ukyo,6/4/14,21090,99809,184832,Yu Ji,7/4/11,23565,188877,128120,Zhang Liang,3/1/15,15454,85453,88419,Taiyi Zhenren,1/5/18,13132,29041,204670,91821,25,8
1,Guan Yu,3/2/8,10083,54244,47414,Naklulu,5/1/6,12644,48747,66733,Sun Shangxiang,3/0/5,11737,54949,50007,Jiang Ziya,1/0/6,8165,99455,21589,Zhang Fei,0/0/6,6519,15302,105107,49148,12,8
0,Lian Po,0/2/2,6818,24718,74765,Zhao Yun,2/3/1,11274,51506,71332,Marco Polo,1/3/1,10381,64694,49293,Mozi,0/1/2,7767,81480,55869,Dun Shan,0/3/2,5432,10166,55630,41672,3,1
1,Lv Bu,1/1/7,11855,42985,106976,Zhao Yun,3/1/3,16104,23798,70743,Marco Polo,3/0/2,13573,103291,60760,Mai Shiranui,3/1/4,11898,53164,53542,Sun Bin,0/0/6,7879,28336,67283,61309,10,8
0,Liu Bang,0/3/2,8255,14386,66114,Jing,3/2/0,12462,54426,57990,Genghis Khan,0/2/0,12256,52261,50036,Shen Mengxi,0/2/1,11524,133625,34295,Zhang Fei,0/1/0,7081,7382,80996,51578,3,0
0,Charlotte,4/5/5,17846,147357,127115,Agudo,2/3/9,14324,81150,192150,Yu Ji,7/4/2,18744,188290,119038,Shen Mengxi,4/3/7,16547,232471,64919,Lian Po,0/6/9,10440,43852,191162,77901,17,4
1,Lv Bu,0/2/6,15249,54395,222123,Naklulu,11/4/3,24508,111997,147569,Di Renjie,4/5/15,19440,183698,177670,Shangguan Wan'er,6/5/11,15712,199563,129223,Master Luban,0/1/16,12037,29519,158390,86946,21,9
0,Jiang Ziya,3/0/1,11215,153093,48833,Pangu,0/6/6,14341,63006,149405,Sun Shangxiang,1/2/2,15215,123123,123018,Taiyi Zhenren,0/2/3,8800,15623,137437,Lian Po,2/2/2,9298,69216,200958,58869,6,1
1,Zhu Bajie,2/3/5,10447,46901,200213,Zhao Yun,4/0/4,18961,83761,115147,Marco Polo,3/2/4,16547,190127,79409,Shen Mengxi,1/1/8,13879,221904,51203,Sun Bin,2/0/6,9634,80065,71112,69468,12,8
0,Gongsun Li,0/0/0,13893,70341,43915,Ganjiang Moye,0/1/0,13027,82156,24311,Zhao Yun,0/2/0,15281,42856,71028,Daqiao,0/1/0,8259,16463,30390,Zhu Bajie,0/3/0,9265,14059,91380,59725,0,5
1,Xiang Yu,1/0/4,11522,24904,90665,Naklulu,4/0/1,17626,54344,62910,Zhang Liang,1/0/5,9430,42057,23443,Sun Shangxiang,1/0/3,18466,68866,43174,Taiyi Zhenren,0/0/3,9785,8674,84395,66829,7,6
1,Ma Chao,6/2/8,15706,115112,129110,Shen Mengxi,2/0/13,14212,210213,52044,Pei Qinhu,6/4/6,18450,126234,154476,Toho Taiichi,3/9/6,9449,68714,168181,Lv Bu,2/2/10,12949,70425,208218,70766,19,8
0,Lian Po,2/3/11,12136,82746,236213,Luna,4/3/8,18834,134647,174796,Gongsun Li,9/5/3,19295,195611,123135,Yuan Ge,1/3/8,15050,141016,83462,Daqiao,1/5/13,9941,45613,117088,75256,17,8
0,Xishi,1/4/10,14439,81135,49653,Tachibana Ukyo,2/2/7,20560,65322,130706,Marco Polo,10/1/4,17560,223335,78457,Dun Shan,0/4/13,10530,13812,132513,Liu Bang,1/1/6,15288,54752,120812,78377,14,6
1,Lv Bu,2/3/3,12230,41497,144840,Jing,6/4/5,17532,78907,94559,Jiang Ziya,0/4/7,12513,151761,52694,Meng Ya,4/1/6,20777,130005,53237,Zhang Fei,0/2/10,10706,20946,172218,73758,12,5
1,Bai Qi,1/1/9,14293,49310,103507,Jiang Ziya,2/3/12,12721,96641,33305,Sun Shangxiang,9/2/7,18973,147356,59001,Pangu,5/1/9,14569,65782,97121,Taiyi Zhenren,0/4/13,11426,19789,118180,71982,17,5
0,Xiang Yu,0/2/6,10962,34034,135514,Lanlingwang,5/5/4,15247,71289,77703,Gongsun Li,4/2/3,18779,126494,89359,Mai Shiranui,2/4/3,14423,88495,58315,Bull Demon,0/4/7,9352,22979,96461,68763,11,8
1,Guan Yu,2/2/6,14845,52170,79288,Yuan Ge,3/3/8,13684,90774,53880,Luna,2/0/9,16499,48464,101157,Di Renjie,6/1/7,18002,134120,56484,Dun Shan,0/1/10,10510,14423,80253,73540,13,7
0,Lian Po,0/3/3,9515,24608,113093,Zhao Yun,1/3/2,14989,38717,84571,Huang Zhong,3/2/2,16870,94193,44708,Jiang Ziya,2/1/1,11471,73896,27975,Taiyi Zhenren,1/4/3,9940,9066,100460,62785,7,0
0,Ma Chao,2/2/1,12343,34792,73708,Baili Shouyue,2/0/1,10587,128534,20554,Zhao Yun,0/2/2,13204,30889,52664,Zhu Bajie,0/4/0,9950,28899,106981,Sun Bin,0/1/4,7449,63218,47173,53533,4,6
1,Lv Bu,1/0/6,8973,37643,106615,Luna,4/3/2,12941,34341,79385,Di Renjie,2/1/7,14405,98435,57604,Zhang Liang,1/0/8,7147,39696,25464,Master Luban,1/0/8,7215,14664,60050,50681,9,5
1,Bai Qi,2/1/9,8247,35128,102274,Tachibana Ukyo,8/1/5,13241,78347,72151,Meng Ya,5/1/6,13062,96572,46007,Zhang Liang,2/0/8,8199,36278,19296,Sun Bin,0/3/13,7105,34399,54246,49854,17,9
0,Laofuzi,0/2/3,7046,26768,68525,Pei Qinhu,3/4/0,10349,53945,66169,Mai Shiranui,2/5/0,7949,75986,60234,Gongsun Li,1/3/2,9036,60130,42786,Taiyi Zhenren,0/3/4,6282,15620,84474,40662,6,3
1,Guan Yu,2/1/6,10651,43837,50001,Zhao Yun,3/0/3,12224,37468,59587,Galo,2/0/3,11653,72421,40357,Mai Shiranui,3/0/4,11464,71694,56753,Dun Shan,0/1/3,6927,9777,65833,52919,10,6
0,Charlotte,1/3/0,10129,43776,79051,Tachibana Ukyo,1/1/1,11046,29904,41630,Shen Mengxi,0/1/2,9165,92527,22077,Yu Ji,0/2/1,9026,33903,32067,Zhang Fei,0/3/2,5841,14262,108037,45207,2,2
1,Zhu Bajie,2/1/4,9796,29204,99435,Naklulu,4/3/4,18368,63220,80988,Marco Polo,4/1/6,18510,126604,59803,Shen Mengxi,1/0/8,14017,212309,22843,Taiyi Zhenren,0/3/11,9836,18523,85771,70527,11,8
0,Lian Po,0/2/3,9838,61268,141374,Jing,3/2/1,14531,53609,99899,Zhang Liang,0/2/5,9090,63671,68930,Sun Shangxiang,4/4/3,15119,76441,80262,Liu Bang,1/1/5,9206,18056,103697,57784,8,2
1,Meng Tian,4/2/5,11971,50106,54631,Di Renjie,5/0/6,14448,93090,43185,Pangu,0/3/9,10749,43712,61772,Shangguan Wan'er,4/5/2,10597,80058,45373,Master Luban,0/4/9,7282,17710,91918,55047,13,6
0,Bai Qi,0/3/9,9530,28237,107162,Pei Qinhu,7/2/2,13972,52986,81987,Galo,2/2/9,14123,59519,35647,Wang Zhaojun,4/3/7,10343,69143,51398,Daqiao,1/3/8,7631,31535,51680,55599,14,5
0,Ma Chao,1/3/7,18956,115226,124681,Lanlingwang,5/10/7,12852,76089,138477,Gongsun Li,4/4/5,18631,121676,106736,Ganjiang Moye,9/2/8,20545,309213,82952,Bull Demon,0/6/9,10992,26461,169168,81976,19,8
1,Nezha,8/5/13,18580,95369,153432,Tachibana Ukyo,6/4/14,21090,99809,184832,Yu Ji,7/4/11,23565,188877,128120,Zhang Liang,3/1/15,15454,85453,88419,Taiyi Zhenren,1/5/18,13132,29041,204670,91821,25,8
1,Guan Yu,3/2/8,10083,54244,47414,Naklulu,5/1/6,12644,48747,66733,Sun Shangxiang,3/0/5,11737,54949,50007,Jiang Ziya,1/0/6,8165,99455,21589,Zhang Fei,0/0/6,6519,15302,105107,49148,12,8
0,Lian Po,0/2/2,6818,24718,74765,Zhao Yun,2/3/1,11274,51506,71332,Marco Polo,1/3/1,10381,64694,49293,Mozi,0/1/2,7767,81480,55869,Dun Shan,0/3/2,5432,10166,55630,41672,3,1
1,Lv Bu,1/1/7,11855,42985,106976,Zhao Yun,3/1/3,16104,23798,70743,Marco Polo,3/0/2,13573,103291,60760,Mai Shiranui,3/1/4,11898,53164,53542,Sun Bin,0/0/6,7879,28336,67283,61309,10,8
0,Liu Bang,0/3/2,8255,14386,66114,Jing,3/2/0,12462,54426,57990,Genghis Khan,0/2/0,12256,52261,50036,Shen Mengxi,0/2/1,11524,133625,34295,Zhang Fei,0/1/0,7081,7382,80996,51578,3,0
0,Charlotte,4/5/5,17846,147357,127115,Agudo,2/3/9,14324,81150,192150,Yu Ji,7/4/2,18744,188290,119038,Shen Mengxi,4/3/7,16547,232471,64919,Lian Po,0/6/9,10440,43852,191162,77901,17,4
1,Lv Bu,0/2/6,15249,54395,222123,Naklulu,11/4/3,24508,111997,147569,Di Renjie,4/5/15,19440,183698,177670,Shangguan Wan'er,6/5/11,15712,199563,129223,Master Luban,0/1/16,12037,29519,158390,86946,21,9
0,Jiang Ziya,3/0/1,11215,153093,48833,Pangu,0/6/6,14341,63006,149405,Sun Shangxiang,1/2/2,15215,123123,123018,Taiyi Zhenren,0/2/3,8800,15623,137437,Lian Po,2/2/2,9298,69216,200958,58869,6,1
1,Zhu Bajie,2/3/5,10447,46901,200213,Zhao Yun,4/0/4,18961,83761,115147,Marco Polo,3/2/4,16547,190127,79409,Shen Mengxi,1/1/8,13879,221904,51203,Sun Bin,2/0/6,9634,80065,71112,69468,12,8
0,Gongsun Li,0/0/0,13893,70341,43915,Ganjiang Moye,0/1/0,13027,82156,24311,Zhao Yun,0/2/0,15281,42856,71028,Daqiao,0/1/0,8259,16463,30390,Zhu Bajie,0/3/0,9265,14059,91380,59725,0,5
1,Xiang Yu,1/0/4,11522,24904,90665,Naklulu,4/0/1,17626,54344,62910,Zhang Liang,1/0/5,9430,42057,23443,Sun Shangxiang,1/0/3,18466,68866,43174,Taiyi Zhenren,0/0/3,9785,8674,84395,66829,7,6
1,Ma Chao,6/2/8,15706,115112,129110,Shen Mengxi,2/0/13,14212,210213,52044,Pei Qinhu,6/4/6,18450,126234,154476,Toho Taiichi,3/9/6,9449,68714,168181,Lv Bu,2/2/10,12949,70425,208218,70766,19,8
0,Lian Po,2/3/11,12136,82746,236213,Luna,4/3/8,18834,134647,174796,Gongsun Li,9/5/3,19295,195611,123135,Yuan Ge,1/3/8,15050,141016,83462,Daqiao,1/5/13,9941,45613,117088,75256,17,8
0,Xishi,1/4/10,14439,81135,49653,Tachibana Ukyo,2/2/7,20560,65322,130706,Marco Polo,10/1/4,17560,223335,78457,Dun Shan,0/4/13,10530,13812,132513,Liu Bang,1/1/6,15288,54752,120812,78377,14,6
1,Lv Bu,2/3/3,12230,41497,144840,Jing,6/4/5,17532,78907,94559,Jiang Ziya,0/4/7,12513,151761,52694,Meng Ya,4/1/6,20777,130005,53237,Zhang Fei,0/2/10,10706,20946,172218,73758,12,5
1,Bai Qi,1/1/9,14293,49310,103507,Jiang Ziya,2/3/12,12721,96641,33305,Sun Shangxiang,9/2/7,18973,147356,59001,Pangu,5/1/9,14569,65782,97121,Taiyi Zhenren,0/4/13,11426,19789,118180,71982,17,5
0,Xiang Yu,0/2/6,10962,34034,135514,Lanlingwang,5/5/4,15247,71289,77703,Gongsun Li,4/2/3,18779,126494,89359,Mai Shiranui,2/4/3,14423,88495,58315,Bull Demon,0/4/7,9352,22979,96461,68763,11,8
1,Guan Yu,2/2/6,14845,52170,79288,Yuan Ge,3/3/8,13684,90774,53880,Luna,2/0/9,16499,48464,101157,Di Renjie,6/1/7,18002,134120,56484,Dun Shan,0/1/10,10510,14423,80253,73540,13,7
0,Lian Po,0/3/3,9515,24608,113093,Zhao Yun,1/3/2,14989,38717,84571,Huang Zhong,3/2/2,16870,94193,44708,Jiang Ziya,2/1/1,11471,73896,27975,Taiyi Zhenren,1/4/3,9940,9066,100460,62785,7,0
0,Ma Chao,2/2/1,12343,34792,73708,Baili Shouyue,2/0/1,10587,128534,20554,Zhao Yun,0/2/2,13204,30889,52664,Zhu Bajie,0/4/0,9950,28899,106981,Sun Bin,0/1/4,7449,63218,47173,53533,4,6
1,Lv Bu,1/0/6,8973,37643,106615,Luna,4/3/2,12941,34341,79385,Di Renjie,2/1/7,14405,98435,57604,Zhang Liang,1/0/8,7147,39696,25464,Master Luban,1/0/8,7215,14664,60050,50681,9,5
1,Bai Qi,2/1/9,8247,35128,102274,Tachibana Ukyo,8/1/5,13241,78347,72151,Meng Ya,5/1/6,13062,96572,46007,Zhang Liang,2/0/8,8199,36278,19296,Sun Bin,0/3/13,7105,34399,54246,49854,17,9
0,Laofuzi,0/2/3,7046,26768,68525,Pei Qinhu,3/4/0,10349,53945,66169,Mai Shiranui,2/5/0,7949,75986,60234,Gongsun Li,1/3/2,9036,60130,42786,Taiyi Zhenren,0/3/4,6282,15620,84474,40662,6,3
1,Guan Yu,2/1/6,10651,43837,50001,Zhao Yun,3/0/3,12224,37468,59587,Galo,2/0/3,11653,72421,40357,Mai Shiranui,3/0/4,11464,71694,56753,Dun Shan,0/1/3,6927,9777,65833,52919,10,6
0,Charlotte,1/3/0,10129,43776,79051,Tachibana Ukyo,1/1/1,11046,29904,41630,Shen Mengxi,0/1/2,9165,92527,22077,Yu Ji,0/2/1,9026,33903,32067,Zhang Fei,0/3/2,5841,14262,108037,45207,2,2
1,Zhu Bajie,2/1/4,9796,29204,99435,Naklulu,4/3/4,18368,63220,80988,Marco Polo,4/1/6,18510,126604,59803,Shen Mengxi,1/0/8,14017,212309,22843,Taiyi Zhenren,0/3/11,9836,18523,85771,70527,11,8
0,Lian Po,0/2/3,9838,61268,141374,Jing,3/2/1,14531,53609,99899,Zhang Liang,0/2/5,9090,63671,68930,Sun Shangxiang,4/4/3,15119,76441,80262,Liu Bang,1/1/5,9206,18056,103697,57784,8,2
1,Meng Tian,4/2/5,11971,50106,54631,Di Renjie,5/0/6,14448,93090,43185,Pangu,0/3/9,10749,43712,61772,Shangguan Wan'er,4/5/2,10597,80058,45373,Master Luban,0/4/9,7282,17710,91918,55047,13,6
0,Bai Qi,0/3/9,9530,28237,107162,Pei Qinhu,7/2/2,13972,52986,81987,Galo,2/2/9,14123,59519,35647,Wang Zhaojun,4/3/7,10343,69143,51398,Daqiao,1/3/8,7631,31535,51680,55599,14,5
0,Ma Chao,1/3/7,18956,115226,124681,Lanlingwang,5/10/7,12852,76089,138477,Gongsun Li,4/4/5,18631,121676,106736,Ganjiang Moye,9/2/8,20545,309213,82952,Bull Demon,0/6/9,10992,26461,169168,81976,19,8
