,Hero 1,Hero 2,Winning rate,# of rounds,# of winning rounds ▽
3680,Diao Chan,Cheng Yaojin,0.42857142857142855,7,3.0
1842,Ma Chao,Yuan Ge,1.0,3,3.0
3701,Diao Chan,Miyue,1.0,3,3.0
2640,Zhou Yu,Xiang Yu,0.15,20,3.0
1836,Ma Chao,Yang Jian,0.75,4,3.0
2593,Lanlingwang,Galo,1.0,3,3.0
1827,Ma Chao,Ganjiang Moye,0.2,15,3.0
4422,Kai,Houyi,0.75,4,3.0
2624,Lanlingwang,Liu Shan,0.21428571428571427,14,3.0
1821,Ma Chao,Xiahou Dun,0.75,4,3.0
4424,Kai,Genghis Khan,0.375,8,3.0
3739,Kuangtie,Kai,1.0,3,3.0
3742,Kuangtie,Houyi,0.5,6,3.0
2604,Lanlingwang,Genghis Khan,0.42857142857142855,7,3.0
4431,Kai,Angela,0.75,4,3.0
1144,Dun Shan,Bull Demon,0.2727272727272727,11,3.0
1855,Ma Chao,Wu Zetian,0.75,4,3.0
3572,Meng Tian,Baili Shouyue,0.75,4,3.0
1858,Ma Chao,Baili Xuance,1.0,3,3.0
3578,Meng Tian,Luna,1.0,3,3.0
3586,Meng Tian,Houyi,0.23076923076923078,13,3.0
1171,Dun Shan,Agudo,0.11538461538461539,26,3.0
607,Zhu Bajie,Liu Bang,0.08571428571428572,35,3.0
1744,Mai Shiranui,Yu Ji,0.23076923076923078,13,3.0
1903,Laofuzi,Yu Ji,0.07894736842105263,38,3.0
271,Zhang Fei,Huang Zhong,0.3333333333333333,9,3.0
2583,Lanlingwang,Kuangtie,0.14285714285714285,21,3.0
1042,Sun Shangxiang,Miledy,1.0,3,3.0
3628,Yang Jian,Cheng Yaojin,0.6,5,3.0
3631,Yang Jian,Luna,0.3,10,3.0
1065,Shen Mengxi,Xiahou Dun,0.1875,16,3.0
3639,Yang Jian,Houyi,1.0,3,3.0
1091,Shen Mengxi,Zhuang Zhou,1.0,3,3.0
3853,Yingzheng,Mengqi,0.6,5,3.0
3426,Cao Cao,Bian Que,0.75,4,3.0
3909,Sun Ce,Ming Shiyin,1.0,3,3.0
2003,Jing,Cheng Yaojin,1.0,3,3.0
3315,Yào,Angela,0.5,6,3.0
2130,Bai Qi,Zhou Yu,0.3,10,3.0
2725,Xiahou Dun,Baili Shouyue,0.375,8,3.0
1000,Sun Shangxiang,Da Mo,0.5,6,3.0
2535,Liu Bang,Zhuge Liang,1.0,3,3.0
3300,Yào,Cai Wenji,0.3333333333333333,9,3.0
4476,Wu Zetian,Ming Shiyin,0.75,4,3.0
2095,Bull Demon,Nezha,0.5,6,3.0
4099,Da Mo,Liu Bei,1.0,3,3.0
3317,Yào,Yunzhongjun,1.0,3,3.0
1007,Sun Shangxiang,Toho Taiichi,0.75,4,3.0
2087,Bull Demon,Li Xin,0.2,15,3.0
270,Zhang Fei,Xiaoqiao,0.75,4,3.0
2083,Bull Demon,Luna,1.0,3,3.0
3348,Shangguan Wan'er,Sun Ce,0.25,12,3.0
3280,Yào,Shangguan Wan'er,0.14285714285714285,21,3.0
2136,Bai Qi,Xiang Yu,0.6,5,3.0
728,Tachibana Ukyo,Cheng Yaojin,0.1875,16,3.0
2150,Bai Qi,Yingzheng,0.25,12,3.0
1606,Su Lie,Luna,0.13043478260869565,23,3.0
91,Marco Polo,Zhong Wuyan,1.0,3,3.0
2157,Bai Qi,Zhuang Zhou,0.42857142857142855,7,3.0
3236,Xishi,Cheng Yaojin,1.0,3,3.0
4319,Cai Wenji,Bian Que,1.0,3,3.0
2151,Bai Qi,Sun Ce,0.2727272727272727,11,3.0
4320,Cai Wenji,Xiaoqiao,0.5,6,3.0
474,Lv Bu,Athena,0.1875,16,3.0
1620,Su Lie,Xiaoqiao,0.15,20,3.0
1445,Zhao Yun,Wu Zetian,0.5,6,3.0
1623,Su Lie,Angela,0.5,6,3.0
3932,Yuan Ge,Li Xin,0.5,6,3.0
3244,Xishi,Kai,0.42857142857142855,7,3.0
1629,Su Lie,Li Bai,0.75,4,3.0
1653,Sun Bin,Di Renjie,0.3,10,3.0
2092,Bull Demon,Baili Xuance,0.2727272727272727,11,3.0
2076,Bull Demon,Yuan Ge,0.2727272727272727,11,3.0
1667,Sun Bin,Daqiao,0.75,4,3.0
3409,Cao Cao,Da Mo,0.375,8,3.0
1682,Sun Bin,Baili Shouyue,0.14285714285714285,21,3.0
2050,Bull Demon,Wang Zhaojun,0.13043478260869565,23,3.0
2052,Bull Demon,Liu Bang,0.25,12,3.0
2026,Jing,Mengqi,1.0,3,3.0
899,Naklulu,Li Yuanfang,0.75,4,3.0
3404,Cao Cao,Yingzheng,0.3333333333333333,9,3.0
4801,Miyue,Li Bai,0.75,4,3.0
900,Naklulu,Meng Tian,0.13636363636363635,22,3.0
3894,Sun Ce,Bian Que,0.42857142857142855,7,3.0
1689,Sun Bin,Mozi,0.42857142857142855,7,3.0
527,Guan Yu,Cao Cao,0.6,5,3.0
3419,Cao Cao,Wu Zetian,1.0,3,3.0
3416,Cao Cao,Toho Taiichi,0.17647058823529413,17,3.0
1219,Dun Shan,Miledy,0.75,4,3.0
4147,Zhuang Zhou,Galo,0.75,4,3.0
1225,Lian Po,Su Lie,0.75,4,3.0
78,Marco Polo,Yunzhongjun,0.3,10,3.0
525,Guan Yu,Yào,0.375,8,3.0
2554,Liu Bang,Liu Shan,1.0,3,3.0
2682,Zhou Yu,Yunzhongjun,1.0,2,2.0
4078,Da Mo,Huang Zhong,0.6666666666666666,3,2.0
2740,Xiahou Dun,Baili Xuance,0.25,8,2.0
4678,Bian Que,Mengqi,0.3333333333333333,6,2.0
4602,Genghis Khan,Ming Shiyin,0.2,10,2.0
1372,Jiang Ziya,Miyue,0.4,5,2.0
4107,Cheng Yaojin,Mozi,1.0,2,2.0
4108,Cheng Yaojin,Cai Wenji,0.5,4,2.0
2612,Lanlingwang,Miyue,1.0,2,2.0
2613,Lanlingwang,Yunzhongjun,1.0,2,2.0
2736,Xiahou Dun,Kai,0.3333333333333333,6,2.0
2810,Guiguzi,Nezha,0.5,4,2.0
2817,Guiguzi,Yunzhongjun,0.6666666666666666,3,2.0
4115,Cheng Yaojin,Baili Xuance,0.10526315789473684,19,2.0
853,Pei Qinhu,Liu Shan,1.0,2,2.0
2820,Guiguzi,Sima Yi,0.6666666666666666,3,2.0
1365,Jiang Ziya,Zhuge Liang,0.5,4,2.0
1353,Jiang Ziya,Galo,0.10526315789473684,19,2.0
2750,Xiahou Dun,Yunzhongjun,0.6666666666666666,3,2.0
1385,Jiang Ziya,Miyamoto Musashi,1.0,2,2.0
1349,Jiang Ziya,Chang'e,0.25,8,2.0
2803,Guiguzi,Kai,0.2857142857142857,7,2.0
2789,Guiguzi,Yingzheng,0.18181818181818182,11,2.0
2660,Zhou Yu,Cheng Yaojin,1.0,2,2.0
2713,Xiahou Dun,Shangguan Wan'er,0.3333333333333333,6,2.0
2716,Xiahou Dun,Li Yuanfang,0.2,10,2.0
2759,Xiahou Dun,Ming Shiyin,0.5,4,2.0
4080,Da Mo,Angela,1.0,2,2.0
4654,Nezha,Li Bai,1.0,2,2.0
2671,Zhou Yu,Houyi,0.15384615384615385,13,2.0
2733,Xiahou Dun,Cai Wenji,0.4,5,2.0
268,Zhang Fei,Nezha,0.11764705882352941,17,2.0
2825,Guiguzi,Monkey King,0.2857142857142857,7,2.0
2672,Zhou Yu,Baili Xuance,1.0,2,2.0
4111,Cheng Yaojin,Kai,0.4,5,2.0
4623,Zhuge Liang,Mengqi,0.2857142857142857,7,2.0
1381,Jiang Ziya,Monkey King,0.3333333333333333,6,2.0
2786,Guiguzi,Diao Chan,0.25,8,2.0
4605,Genghis Khan,Miyamoto Musashi,1.0,2,2.0
2663,Zhou Yu,Luna,0.2857142857142857,7,2.0
1361,Jiang Ziya,Dian Wei,0.18181818181818182,11,2.0
2655,Zhou Yu,Sun Ce,0.13333333333333333,15,2.0
2845,Meng Ya,Yào,0.15384615384615385,13,2.0
3378,Shangguan Wan'er,Sima Yi,1.0,2,2.0
3450,Cao Cao,Gao Jianli,0.6666666666666666,3,2.0
3449,Cao Cao,Liu Bei,1.0,2,2.0
3446,Cao Cao,Ake,1.0,2,2.0
3893,Sun Ce,Nezha,1.0,2,2.0
3424,Cao Cao,Zhuge Liang,0.18181818181818182,11,2.0
3423,Cao Cao,Genghis Khan,1.0,2,2.0
3418,Cao Cao,Kai,1.0,2,2.0
3415,Cao Cao,Cai Wenji,0.6666666666666666,3,2.0
3412,Cao Cao,Galo,0.6666666666666666,3,2.0
1204,Dun Shan,Li Bai,1.0,2,2.0
1209,Dun Shan,Ming Shiyin,1.0,2,2.0
3388,Shangguan Wan'er,Zhong Wuyan,1.0,2,2.0
3379,Shangguan Wan'er,Li Bai,1.0,2,2.0
3896,Sun Ce,Huang Zhong,0.6666666666666666,3,2.0
3241,Xishi,Cai Wenji,0.18181818181818182,11,2.0
1013,Sun Shangxiang,Baili Xuance,1.0,2,2.0
3350,Shangguan Wan'er,Baili Shouyue,0.3333333333333333,6,2.0
1232,Lian Po,Bai Qi,0.125,16,2.0
4797,Miyue,Yunzhongjun,0.4,5,2.0
3319,Yào,Yixing,0.15384615384615385,13,2.0
82,Marco Polo,Li Bai,1.0,2,2.0
3299,Yào,Mozi,0.5,4,2.0
3296,Yào,Zhuang Zhou,1.0,2,2.0
3289,Yào,Yingzheng,0.4,5,2.0
1240,Lian Po,Xiahou Dun,0.5,4,2.0
3282,Yào,Yang Yuhuan,0.2222222222222222,9,2.0
997,Sun Shangxiang,Yuan Ge,0.2857142857142857,7,2.0
1253,Lian Po,Li Yuanfang,0.08333333333333333,24,2.0
1191,Dun Shan,Genghis Khan,0.16666666666666666,12,2.0
3488,Yang Yuhuan,Yunzhongjun,0.5,4,2.0
3489,Yang Yuhuan,Mengqi,0.6666666666666666,3,2.0
1023,Sun Shangxiang,Yunzhongjun,1.0,2,2.0
3762,Kuangtie,Ming Shiyin,0.6666666666666666,3,2.0
3751,Kuangtie,Angela,0.5,4,2.0
3743,Kuangtie,Baili Xuance,0.2222222222222222,9,2.0
3740,Kuangtie,Wu Zetian,0.4,5,2.0
3832,Yingzheng,Galo,1.0,2,2.0
3734,Kuangtie,Luna,0.25,8,2.0
3732,Kuangtie,Zhuang Zhou,0.5,4,2.0
3730,Kuangtie,Da Mo,1.0,2,2.0
3729,Kuangtie,Chang'e,1.0,2,2.0
1108,Shen Mengxi,Huang Zhong,0.25,8,2.0
3725,Kuangtie,Yingzheng,0.18181818181818182,11,2.0
3719,Diao Chan,Liu Bei,1.0,2,2.0
3840,Yingzheng,Dian Wei,0.4,5,2.0
3690,Diao Chan,Dian Wei,0.15384615384615385,13,2.0
3851,Yingzheng,Miyue,0.3333333333333333,6,2.0
1095,Shen Mengxi,Cai Wenji,0.13333333333333333,15,2.0
3668,Yang Jian,Gao Jianli,1.0,2,2.0
3636,Yang Jian,Kai,0.5,4,2.0
1061,Shen Mengxi,Hua Mulan,0.3333333333333333,6,2.0
1168,Dun Shan,Yang Jian,0.2222222222222222,9,2.0
1035,Sun Shangxiang,Miyamoto Musashi,1.0,2,2.0
3593,Meng Tian,Huang Zhong,0.4,5,2.0
3560,Li Yuanfang,Liu Bei,1.0,2,2.0
3530,Li Yuanfang,Wu Zetian,0.2222222222222222,9,2.0
4855,Mengqi,Liu Bei,1.0,2,2.0
3528,Li Yuanfang,Li Xin,1.0,2,2.0
3518,Li Yuanfang,Baili Shouyue,1.0,2,2.0
3242,Xishi,Toho Taiichi,1.0,2,2.0
90,Marco Polo,Miyamoto Musashi,0.4,5,2.0
219,Zhang Fei,Bull Demon,0.5,4,2.0
4024,Chang'e,Kai,0.4,5,2.0
1294,Lian Po,Luban 7,1.0,2,2.0
2999,Master Luban,Wu Zetian,1.0,2,2.0
2998,Master Luban,Kai,1.0,2,2.0
2992,Master Luban,Galo,1.0,2,2.0
2984,Master Luban,Yingzheng,0.5,4,2.0
3987,Baili Shouyue,Bian Que,0.5,4,2.0
181,Taiyi Zhenren,Li Bai,0.25,8,2.0
2976,Master Luban,Cao Cao,0.6666666666666666,3,2.0
182,Taiyi Zhenren,Han Xin,1.0,2,2.0
1298,Lian Po,Liu Shan,0.16666666666666666,12,2.0
4017,Chang'e,Zhuang Zhou,0.5,4,2.0
2950,Yu Ji,Yixing,0.4,5,2.0
1300,Lian Po,Zhong Wuyan,1.0,2,2.0
4028,Chang'e,Baili Xuance,0.2857142857142857,7,2.0
3237,Xishi,Zhuang Zhou,0.6666666666666666,3,2.0
4699,Xiaoqiao,Huang Zhong,1.0,2,2.0
2933,Yu Ji,Li Xin,0.5,4,2.0
2920,Yu Ji,Yingzheng,0.5,4,2.0
4043,Chang'e,Han Xin,1.0,2,2.0
2917,Yu Ji,Diao Chan,0.2857142857142857,7,2.0
2912,Yu Ji,Cao Cao,0.2857142857142857,7,2.0
195,Taiyi Zhenren,Gao Jianli,1.0,2,2.0
2870,Meng Ya,Wu Zetian,1.0,2,2.0
2857,Meng Ya,Yuan Ge,1.0,2,2.0
2855,Meng Ya,Yingzheng,0.125,16,2.0
2853,Meng Ya,Kuangtie,0.16666666666666666,12,2.0
928,Naklulu,Xiaoqiao,0.14285714285714285,14,2.0
4070,Da Mo,Dian Wei,0.6666666666666666,3,2.0
3008,Master Luban,Huang Zhong,0.13333333333333333,15,2.0
1291,Lian Po,Li Bai,1.0,2,2.0
3038,Xiang Yu,Shangguan Wan'er,0.15384615384615385,13,2.0
1290,Lian Po,Sima Yi,0.5,4,2.0
3233,Xishi,Baili Shouyue,1.0,2,2.0
3231,Xishi,Sun Ce,0.5,4,2.0
3228,Xishi,Kuangtie,0.11764705882352941,17,2.0
3226,Xishi,Yang Jian,0.4,5,2.0
983,Sun Shangxiang,Daqiao,1.0,2,2.0
982,Sun Shangxiang,Ganjiang Moye,0.14285714285714285,14,2.0
3197,Daqiao,Miyue,1.0,2,2.0
3190,Daqiao,Zhuge Liang,1.0,2,2.0
1260,Lian Po,Sun Ce,0.25,8,2.0
3161,Daqiao,Shangguan Wan'er,0.5,4,2.0
3154,Ganjiang Moye,Liu Bei,1.0,2,2.0
1269,Lian Po,Mozi,0.09090909090909091,22,2.0
1271,Lian Po,Toho Taiichi,1.0,2,2.0
3137,Ganjiang Moye,Yunzhongjun,1.0,2,2.0
3123,Ganjiang Moye,Kai,0.3333333333333333,6,2.0
156,Taiyi Zhenren,Zhuang Zhou,0.3333333333333333,6,2.0
1278,Lian Po,Genghis Khan,1.0,2,2.0
1279,Lian Po,Zhuge Liang,1.0,2,2.0
4728,Huang Zhong,Yunzhongjun,0.6666666666666666,3,2.0
3099,Ganjiang Moye,Yào,0.3333333333333333,6,2.0
1282,Lian Po,Xiaoqiao,0.5,4,2.0
1283,Lian Po,Huang Zhong,0.14285714285714285,14,2.0
3067,Xiang Yu,Zhuge Liang,0.6666666666666666,3,2.0
3058,Xiang Yu,Cai Wenji,0.6666666666666666,3,2.0
3056,Xiang Yu,Luna,0.16666666666666666,12,2.0
3054,Xiang Yu,Zhuang Zhou,0.2857142857142857,7,2.0
3051,Xiang Yu,Chang'e,1.0,2,2.0
100,Taiyi Zhenren,Zhang Fei,0.2857142857142857,7,2.0
1111,Shen Mengxi,Miyue,0.2857142857142857,7,2.0
561,Guan Yu,Angela,0.5,4,2.0
1756,Mai Shiranui,Yang Jian,0.16666666666666666,12,2.0
1546,Zhang Liang,Li Bai,1.0,2,2.0
4337,Cai Wenji,Miyamoto Musashi,0.6666666666666666,3,2.0
576,Guan Yu,Zhong Wuyan,0.3333333333333333,6,2.0
1727,Sun Bin,Zhen Ji,1.0,2,2.0
1545,Zhang Liang,Sima Yi,1.0,2,2.0
843,Pei Qinhu,Mengqi,0.5,4,2.0
4167,Zhuang Zhou,Yunzhongjun,1.0,2,2.0
575,Guan Yu,Miyamoto Musashi,0.3333333333333333,6,2.0
1940,Laofuzi,Nezha,0.5,4,2.0
1951,Laofuzi,Li Bai,1.0,2,2.0
4259,Luna,Liu Shan,0.2222222222222222,9,2.0
1956,Laofuzi,Ming Shiyin,0.5,4,2.0
2119,Bull Demon,Liu Bei,1.0,2,2.0
2110,Bull Demon,Monkey King,0.3333333333333333,6,2.0
1961,Laofuzi,Ake,1.0,2,2.0
2316,Pangu,Houyi,0.5,4,2.0
4379,Toho Taiichi,Liu Bei,1.0,2,2.0
1930,Laofuzi,Cai Wenji,0.2857142857142857,7,2.0
1549,Zhang Liang,Luban 7,0.16666666666666666,12,2.0
2476,Hua Mulan,Li Bai,0.3333333333333333,6,2.0
606,Zhu Bajie,Hua Mulan,0.6666666666666666,3,2.0
2516,Liu Bang,Sun Ce,0.4,5,2.0
2515,Liu Bang,Yingzheng,0.08695652173913043,23,2.0
1451,Zhao Yun,Nezha,0.6666666666666666,3,2.0
666,Zhu Bajie,Ming Shiyin,0.2222222222222222,9,2.0
1621,Su Lie,Huang Zhong,0.5,4,2.0
2508,Liu Bang,Yang Yuhuan,0.2857142857142857,7,2.0
2507,Liu Bang,Cao Cao,0.5,4,2.0
1914,Laofuzi,Meng Tian,0.4,5,2.0
2292,Pangu,Yang Yuhuan,0.25,8,2.0
438,Lv Bu,Kuangtie,0.2222222222222222,9,2.0
2499,Liu Bang,Yu Ji,0.25,8,2.0
2496,Liu Bang,Xiahou Dun,0.15384615384615385,13,2.0
1917,Laofuzi,Kuangtie,0.4,5,2.0
1920,Laofuzi,Sun Ce,0.09090909090909091,22,2.0
4161,Zhuang Zhou,Bian Que,0.3333333333333333,6,2.0
2481,Hua Mulan,Ming Shiyin,0.4,5,2.0
817,Pei Qinhu,Baili Shouyue,0.25,8,2.0
571,Guan Yu,Monkey King,0.4,5,2.0
2105,Bull Demon,Sima Yi,0.4,5,2.0
731,Tachibana Ukyo,Luna,0.25,8,2.0
4471,Wu Zetian,Li Bai,1.0,2,2.0
2393,Wang Zhaojun,Nezha,1.0,2,2.0
2054,Bull Demon,Zhou Yu,0.125,16,2.0
2389,Wang Zhaojun,Houyi,0.3333333333333333,6,2.0
1675,Sun Bin,Yang Jian,0.3333333333333333,6,2.0
4349,Toho Taiichi,Wu Zetian,0.6666666666666666,3,2.0
4206,Galo,Angela,1.0,2,2.0
727,Tachibana Ukyo,Da Mo,0.6666666666666666,3,2.0
732,Tachibana Ukyo,Mozi,0.4,5,2.0
1658,Sun Bin,Lanlingwang,0.6666666666666666,3,2.0
4352,Toho Taiichi,Baili Xuance,0.18181818181818182,11,2.0
1666,Sun Bin,Ganjiang Moye,0.25,8,2.0
378,Gongsun Li,Athena,0.16666666666666666,12,2.0
523,Guan Yu,Daqiao,0.4,5,2.0
724,Tachibana Ukyo,Yuan Ge,0.5,4,2.0
4231,Luna,Cai Wenji,1.0,2,2.0
2396,Wang Zhaojun,Huang Zhong,0.15384615384615385,13,2.0
2090,Bull Demon,Dian Wei,1.0,2,2.0
4457,Wu Zetian,Baili Xuance,0.2,10,2.0
2103,Bull Demon,Mengqi,0.6666666666666666,3,2.0
566,Guan Yu,Sima Yi,0.4,5,2.0
366,Gongsun Li,Bian Que,0.25,8,2.0
367,Gongsun Li,Xiaoqiao,0.15384615384615385,13,2.0
4458,Wu Zetian,Genghis Khan,0.5,4,2.0
1710,Sun Bin,Sima Yi,0.6666666666666666,3,2.0
413,Lv Bu,Bai Qi,0.5,4,2.0
459,Lv Bu,Genghis Khan,0.6666666666666666,3,2.0
4248,Luna,Yunzhongjun,1.0,2,2.0
2403,Wang Zhaojun,Sima Yi,1.0,2,2.0
2101,Bull Demon,Miyue,0.5,4,2.0
1645,Su Lie,Zhen Ji,1.0,2,2.0
2097,Bull Demon,Xiaoqiao,1.0,2,2.0
2094,Bull Demon,Zhuge Liang,0.2,10,2.0
2330,Pangu,Sima Yi,1.0,2,2.0
4361,Toho Taiichi,Miyue,0.5,4,2.0
2331,Pangu,Li Bai,0.6666666666666666,3,2.0
4155,Zhuang Zhou,Dian Wei,0.2222222222222222,9,2.0
2492,Hua Mulan,Zhen Ji,1.0,2,2.0
1450,Zhao Yun,Zhuge Liang,0.5,4,2.0
1838,Ma Chao,Kuangtie,0.25,8,2.0
4131,Cheng Yaojin,Athena,1.0,2,2.0
4121,Cheng Yaojin,Huang Zhong,1.0,2,2.0
1581,Su Lie,Yu Ji,0.4,5,2.0
1436,Zhao Yun,Cheng Yaojin,0.4,5,2.0
1832,Ma Chao,Cao Cao,1.0,2,2.0
4134,Cheng Yaojin,Ming Shiyin,1.0,2,2.0
2223,Di Renjie,Kuangtie,0.2,10,2.0
749,Tachibana Ukyo,Miyue,0.2857142857142857,7,2.0
2582,Lanlingwang,Diao Chan,0.14285714285714285,14,2.0
1840,Ma Chao,Yingzheng,0.2857142857142857,7,2.0
2156,Bai Qi,Cheng Yaojin,0.6666666666666666,3,2.0
2231,Di Renjie,Cheng Yaojin,0.2857142857142857,7,2.0
2555,Liu Bang,Miyamoto Musashi,1.0,2,2.0
1851,Ma Chao,Cai Wenji,0.14285714285714285,14,2.0
2180,Bai Qi,Yixing,0.6666666666666666,3,2.0
1769,Mai Shiranui,Luna,0.2222222222222222,9,2.0
4293,Mozi,Athena,1.0,2,2.0
845,Pei Qinhu,Sima Yi,0.4,5,2.0
1861,Ma Chao,Nezha,1.0,2,2.0
1789,Mai Shiranui,Mengqi,0.6666666666666666,3,2.0
4126,Cheng Yaojin,Mengqi,0.4,5,2.0
2600,Lanlingwang,Wu Zetian,0.6666666666666666,3,2.0
2212,Di Renjie,Ganjiang Moye,0.5,4,2.0
4524,Houyi,Zhuge Liang,1.0,2,2.0
1805,Mai Shiranui,Liu Bei,1.0,2,2.0
279,Zhang Fei,Li Bai,0.6666666666666666,3,2.0
455,Lv Bu,Wu Zetian,0.25,8,2.0
1787,Mai Shiranui,Miyue,0.16666666666666666,12,2.0
4130,Cheng Yaojin,Han Xin,0.6666666666666666,3,2.0
653,Zhu Bajie,Huang Zhong,0.08,25,2.0
652,Zhu Bajie,Xiaoqiao,0.6666666666666666,3,2.0
2592,Lanlingwang,Zhuang Zhou,0.5,4,2.0
651,Zhu Bajie,Bian Que,0.2222222222222222,9,2.0
454,Lv Bu,Kai,0.15384615384615385,13,2.0
282,Zhang Fei,Luban 7,1.0,2,2.0
2587,Lanlingwang,Yuan Ge,0.4,5,2.0
740,Tachibana Ukyo,Baili Xuance,0.2,10,2.0
2068,Bull Demon,Li Yuanfang,0.1111111111111111,18,2.0
4152,Zhuang Zhou,Li Xin,0.4,5,2.0
1614,Su Lie,Houyi,0.16666666666666666,12,2.0
1871,Ma Chao,Sima Yi,0.6666666666666666,3,2.0
1872,Ma Chao,Li Bai,0.5,4,2.0
4406,Li Xin,Monkey King,1.0,2,2.0
2534,Liu Bang,Genghis Khan,0.09523809523809523,21,2.0
467,Lv Bu,Miyue,0.18181818181818182,11,2.0
1890,Laofuzi,Jing,0.4,5,2.0
2240,Di Renjie,Wu Zetian,1.0,2,2.0
1443,Zhao Yun,Li Xin,0.3333333333333333,6,2.0
2520,Liu Bang,Da Mo,1.0,2,2.0
4151,Zhuang Zhou,Toho Taiichi,1.0,2,2.0
3902,Sun Ce,Yixing,1.0,1,1.0
4324,Cai Wenji,Miyue,0.5,2,1.0
3239,Xishi,Luna,0.5,2,1.0
2070,Bull Demon,Yang Jian,0.1,10,1.0
1625,Su Lie,Yunzhongjun,0.25,4,1.0
2197,Bai Qi,Miledy,0.3333333333333333,3,1.0
1651,Sun Bin,Bull Demon,1.0,1,1.0
733,Tachibana Ukyo,Cai Wenji,0.25,4,1.0
3203,Daqiao,Han Xin,0.5,2,1.0
2141,Bai Qi,Shangguan Wan'er,0.5,2,1.0
3199,Daqiao,Mengqi,1.0,1,1.0
2174,Bai Qi,Huang Zhong,0.08333333333333333,12,1.0
97,Marco Polo,Miledy,0.5,2,1.0
1605,Su Lie,Galo,1.0,1,1.0
4315,Cai Wenji,Baili Xuance,1.0,1,1.0
734,Tachibana Ukyo,Toho Taiichi,0.25,4,1.0
3900,Sun Ce,Yunzhongjun,1.0,1,1.0
4779,Angela,Li Bai,1.0,1,1.0
504,Guan Yu,Ma Chao,0.25,4,1.0
3354,Shangguan Wan'er,Zhuang Zhou,0.2,5,1.0
3899,Sun Ce,Miyue,0.5,2,1.0
1618,Su Lie,Nezha,1.0,1,1.0
3358,Shangguan Wan'er,Cai Wenji,0.5,2,1.0
3235,Xishi,Da Mo,1.0,1,1.0
1020,Sun Shangxiang,Yáo,0.5,2,1.0
3151,Ganjiang Moye,Ake,1.0,1,1.0
460,Lv Bu,Zhuge Liang,0.25,4,1.0
3146,Ganjiang Moye,Ming Shiyin,0.3333333333333333,3,1.0
3247,Xishi,Houyi,0.5,2,1.0
3310,Yào,Nezha,1.0,1,1.0
3248,Xishi,Baili Xuance,1.0,1,1.0
1003,Sun Shangxiang,Galo,1.0,1,1.0
4481,Wu Zetian,Ake,1.0,1,1.0
3940,Yuan Ge,Nezha,0.5,2,1.0
2114,Bull Demon,Miyamoto Musashi,0.5,2,1.0
3175,Daqiao,Da Mo,1.0,1,1.0
3176,Daqiao,Cheng Yaojin,0.5,2,1.0
3281,Yào,Cao Cao,1.0,1,1.0
4347,Toho Taiichi,Li Xin,1.0,1,1.0
3907,Sun Ce,Luban 7,1.0,1,1.0
484,Lv Bu,Zhong Kui,1.0,1,1.0
3287,Yào,Kuangtie,0.25,4,1.0
998,Sun Shangxiang,Baili Shouyue,0.3333333333333333,3,1.0
4788,Angela,Zhong Wuyan,1.0,1,1.0
2178,Bai Qi,Yunzhongjun,0.3333333333333333,3,1.0
3185,Daqiao,Wu Zetian,0.5,2,1.0
4787,Angela,Miyamoto Musashi,1.0,1,1.0
4312,Cai Wenji,Wu Zetian,0.3333333333333333,3,1.0
2182,Bai Qi,Li Bai,0.16666666666666666,6,1.0
3171,Daqiao,Sun Ce,0.5,2,1.0
3170,Daqiao,Yingzheng,0.09090909090909091,11,1.0
3303,Yào,Kai,0.3333333333333333,3,1.0
4756,Yáo,Li Bai,1.0,1,1.0
4490,Dian Wei,Baili Xuance,0.14285714285714285,7,1.0
2104,Bull Demon,Yixing,1.0,1,1.0
1265,Lian Po,Cheng Yaojin,1.0,1,1.0
3163,Daqiao,Yang Yuhuan,0.5,2,1.0
2168,Bai Qi,Baili Xuance,0.25,4,1.0
988,Sun Shangxiang,Yang Yuhuan,0.5,2,1.0
737,Tachibana Ukyo,Wu Zetian,0.3333333333333333,3,1.0
4492,Dian Wei,Zhuge Liang,0.5,2,1.0
3908,Sun Ce,Monkey King,0.25,4,1.0
2169,Bai Qi,Genghis Khan,0.25,4,1.0
4764,Yáo,Miyamoto Musashi,1.0,1,1.0
2606,Lanlingwang,Nezha,0.5,2,1.0
3898,Sun Ce,Angela,0.5,2,1.0
3877,Sun Ce,Da Mo,0.25,4,1.0
3856,Yingzheng,Li Bai,0.2,5,1.0
1862,Ma Chao,Bian Que,1.0,1,1.0
3651,Yang Jian,Mengqi,0.3333333333333333,3,1.0
3649,Yang Jian,Miyue,0.2,5,1.0
3869,Yingzheng,Liu Bei,0.5,2,1.0
3643,Yang Jian,Nezha,0.5,2,1.0
1153,Dun Shan,Xiahou Dun,0.14285714285714285,7,1.0
3640,Yang Jian,Baili Xuance,0.5,2,1.0
659,Zhu Bajie,Yixing,0.09090909090909091,11,1.0
1868,Ma Chao,Yunzhongjun,0.3333333333333333,3,1.0
1870,Ma Chao,Yixing,1.0,1,1.0
4440,Kai,Luban 7,1.0,1,1.0
3541,Li Yuanfang,Angela,1.0,1,1.0
4400,Li Xin,Yixing,1.0,1,1.0
3627,Yang Jian,Da Mo,0.2,5,1.0
1759,Mai Shiranui,Agudo,0.024390243902439025,41,1.0
1036,Sun Shangxiang,Zhong Wuyan,0.5,2,1.0
3602,Meng Tian,Han Xin,1.0,1,1.0
